Account_No,TRANSACTION_DETAILS,WITHDRAWAL_AMOUNT,DEPOSIT_AMOUNT,BALANCE_AMOUNT,Transaction_Dates
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1756645.00,2022-02-09
409000425051,BDP IS 6095,,3000.00,539582.85,2023-01-24
409000493201,BBPS DT 19082018,,54826.71,1762240.48,2022-08-09
409000611074,INDO GIBL Indiaforensic STL25061,261438.00,,1762852.00,2023-05-30
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1762927.00,2022-09-08
409000611074,INDO GIBL Indiaforensic STL24091,39925.00,,1763456.00,2022-05-02
409000425051,708316683155-199306494324,,1.00,539237.85,2023-03-09
409000493201,BBPS DT 03122008,,291149.66,1766628.24,2023-11-16
409000493201,BBPS DT 29082018,,71493.16,1766900.09,2023-07-08
409000611074,INDO GIBL Indiaforensic STL23061,115051.00,,1767040.00,2022-08-30
409000425051,NEFT/SBIN417080713726/NAR,,8050.00,539236.85,2022-05-28
409000611074,Indfor INCOME INDO REMI11011,4560.00,,1772174.00,2023-03-08
409000493201,BBPS DT 29102018,,330885.85,1773241.46,2022-05-19
409000425051,BDP IS 6095,,5000.00,536582.85,2022-12-27
409000493201,BBPS DT 03112018,,282568.29,1774770.06,2023-04-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1776734.00,2023-08-13
409000425051,NEFT/N330160210685878/RAJ,,8000.00,531582.85,2022-04-07
409000425051,NEFT/1165815732/DILIP POP,,50000.00,531186.85,2023-12-05
409000611074,INDO GIBL Indiaforensic STL07021,271124.00,,1786821.00,2022-07-11
409000425051,NEFT/MAHBH16330589081/Mr.,,8000.00,523582.85,2022-08-21
409000611074,Indfor INCOME INDO REMI30061,960.00,,1796616.00,2022-12-17
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1797576.00,2023-06-19
409000425051,NEFT/SBIN416330583714/Mr,,8000.00,515582.85,2022-03-20
409000611074,Indfor INCOME INDO REMI03071,2280.00,,1799478.00,2022-03-13
409000611074,Indfor INCOME INDO REMI14081,3600.00,,1800150.00,2022-07-19
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1800447.00,2023-07-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1801758.00,2023-08-29
409000611074,INDO GIBL Indiaforensic STL23091,42850.00,,1803381.00,2022-11-11
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,1803750.00,2023-05-17
409000493201,BBPS DT 04102018,,233096.74,1804378.23,2023-03-20
409000493201,BBPS DT 01092018,,93996.73,1804706.06,2022-02-21
409000425051,BDP IS 6095,,3000.00,507582.85,2023-06-22
409000611074,Indfor INCOME INDO REMI17091,3960.00,,1806431.00,2022-07-10
409000611074,Indfor INCOME INDO REMI25111,480.00,,1808349.00,2022-05-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1808829.00,2022-10-26
409000611074,INDO GIBL Indiaforensic STL16091,12500.00,,1810391.00,2023-09-02
409000425051,BDP IS 6095,,5000.00,504582.85,2023-08-30
409000425051,NEFT/SBIN416330433005/HEM,,8000.00,499582.85,2023-06-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1814596.00,2023-08-09
409000425051,TRF TO  Indiaforensic ONLINE SER,100000.00,,499200.35,2023-12-12
409000611074,Indfor INCOME INDO REMI16091,120.00,,1822891.00,2023-08-09
409000611074,INDO GIBL Indiaforensic STL15091,223150.00,,1823011.00,2023-02-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1825809.00,2022-08-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1826586.00,2023-12-02
409000425051,BDP IS 6095,,8000.00,491582.85,2023-01-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1832409.00,2023-07-29
409000425051,BDP IS 6095,,3000.00,483582.85,2023-04-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1837842.00,2022-01-24
409000611074,INDO GIBL Indiaforensic STL10101,18000.00,,1842336.00,2023-03-10
409000425051,NEFT/1164947163/DILIP POP,,25000.00,481186.85,2023-12-22
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1845369.00,2022-05-31
409000611074,INDO GIBL Indiaforensic STL22091,27000.00,,1846231.00,2022-07-30
409000425051,BDP IS 6095,,5000.00,480582.85,2022-02-21
409000611074,INDO GIBL Indiaforensic STL13011,112900.00,,1848496.00,2023-10-13
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1850500.80,2023-02-06
409000425051,NEFT/SBIN416330350067/Mr,,8000.00,475582.85,2023-02-01
409000611074,INDO GIBL Indiaforensic STL28021,244350.00,,1851266.00,2023-10-10
409000611074,Indfor INCOME INDO REMI21071,1920.00,,1854031.00,2022-10-23
409000611074,INDO GIBL Indiaforensic STL22071,145400.00,,1855951.00,2022-12-04
409000425051,BDP IS 6095,,3000.00,467582.85,2022-03-20
409000611074,INDO GIBL Indiaforensic STL06091,129400.00,,1859202.00,2023-01-09
409000493201,BBPS DT 25112018,,313533.71,1860198.04,2022-07-02
409000611074,INDO GIBL Indiaforensic STL09101,329300.00,,1860336.00,2022-03-25
409000425051,BDP IS 6095,,5000.00,464582.85,2023-05-16
409000493201,BBPS DT 19112018,,481280.06,1866615.90,2023-01-30
409000611074,Indfor INCOME INDO REMI12101,3840.00,,1870167.00,2023-06-15
409000611074,INDO GIBL Indiaforensic STL21091,14800.00,,1873231.00,2022-02-17
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1874007.00,2023-07-16
409000425051,BDP IS 6095,,1.00,459582.85,2022-12-29
409000425051,BDP IS 6095,,3000.00,459581.85,2023-11-24
409000425051,TRF TO  Indiaforensic SERVICES I,100000.00,,459200.35,2022-08-23
409000611074,INDO GIBL Indiaforensic STL24061,6050.00,,1882091.00,2023-11-12
409000425051,TRF FROM  Indiaforensic SERVICES,,15000000.00,459200.35,2022-11-07
409000425051,BDP IS 6095,,5000.00,456581.85,2022-02-20
409000611074,INDO GIBL Indiaforensic STL20091,88656.00,,1888031.00,2023-05-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,1888141.00,2023-02-26
409000425051,BDP IS 6095,,100.00,456186.85,2022-05-29
409000425051,TRF TO  Indiaforensic SERVICES I,1000000.00,,456086.85,2022-09-05
409000611074,Indfor INCOME INDO REMI21081,5280.00,,1898191.00,2023-11-18
409000425051,TRF TO  Indiaforensic SERVICES I,1450000.00,,451581.85,2023-02-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1898896.00,2022-02-13
409000611074,Indfor INCOME INDO REMI15121,1680.00,,1900593.00,2023-04-16
409000425051,TRF TO  Indiaforensic SERVICES I,100000.00,,441237.85,2022-12-05
409000611074,INDO GIBL Indiaforensic STL16121,33549.00,,1902273.00,2022-05-09
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1903471.00,2023-06-04
409000493201,BBPS DT 10122018,,439890.04,1910429.80,2023-02-05
409000493201,BBPS DT 15102018,,322041.12,1911120.86,2022-07-20
409000611074,Indfor INCOME INDO REMI18071,3600.00,,1918480.00,2023-11-20
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1922080.00,2023-11-16
409000611074,INDO GIBL Indiaforensic STL16061,140750.00,,1933296.00,2023-03-08
409000611074,Indfor INCOME INDO REMI16121,360.00,,1935822.00,2022-01-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1936182.00,2023-01-05
409000493201,BBPS DT 20082018,,176705.41,1938945.89,2022-02-17
409000611074,INDO GIBL Indiaforensic STL11011,348200.00,,1961396.00,2023-10-31
409000493201,BBPS DT 02092018,,159127.05,1963833.11,2023-02-03
409000611074,INDO GIBL Indiaforensic STL19091,355138.00,,1976687.00,2023-11-16
409000493201,BBPS DT 21082018,,39601.83,1978547.72,2023-07-15
409000611074,INDO GIBL Indiaforensic STL05091,71000.00,,1988602.00,2023-06-15
409000611074,Indfor INCOME INDO REMI10081,2520.00,,1995205.00,2023-11-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,1997725.00,2023-06-30
409000611074,TRF FROM  Indiaforensic SERVICES,,1000000.00,2000000.00,2022-07-01
409000611074,Indfor INCOME INDO REMI22071,840.00,,2001351.00,2022-10-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,2002191.00,2023-11-30
409000611074,INDO GIBL Indiaforensic STL03041,109650.00,,2018809.00,2023-04-18
409000611074,Indfor INCOME INDO REMI11091,5160.00,,2022855.00,2023-09-15
409000611074,TRF FROM  Indiaforensic SERVICES,,500000.00,2024290.00,2022-04-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,2028015.00,2022-12-30
409000611074,Indfor INCOME INDO REMI27071,2760.00,,2036606.00,2022-01-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,2039366.00,2022-03-30
409000611074,Indfor INCOME INDO REMI15091,1200.00,,2046161.00,2022-11-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2047361.00,2023-12-22
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2057945.00,2023-11-21
409000611074,INDO GIBL Indiaforensic STL04091,103600.00,,2059602.00,2022-11-19
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2066959.00,2023-07-14
409000611074,INDO GIBL Indiaforensic STL17061,52250.00,,2074046.00,2022-07-20
409000493201,BBPS DT 22102018,,416939.17,2094761.88,2023-12-29
409000611074,INDO GIBL Indiaforensic STL03031,155500.00,,2095616.00,2022-11-03
409000493201,BBPS DT 17122018,,518230.79,2104355.14,2022-02-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2108096.00,2023-12-11
409000493201,BBPS DT 22082018,,137436.94,2115984.66,2023-04-23
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,2126296.00,2023-10-13
409000611074,INDO GIBL Indiaforensic STL02041,26400.00,,2128459.00,2022-06-16
409000493201,BBPS DT 04112018,,354950.17,2129720.23,2023-03-20
409000611074,INDO GIBL Indiaforensic STL01041,20000.00,,2154859.00,2022-01-09
409000611074,INDO GIBL Indiaforensic STL03091,10000.00,,2163202.00,2023-08-18
409000611074,INDO GIBL Indiaforensic STL02091,20000.00,,2173202.00,2023-09-28
409000611074,INDO GIBL Indiaforensic STL31031,150950.00,,2174859.00,2023-08-16
409000611074,INDO GIBL Indiaforensic STL08101,33000.00,,2189636.00,2022-11-29
409000611074,INDO GIBL Indiaforensic STL01091,77251.00,,2193202.00,2022-10-15
409000493201,BBPS DT 03092018,,233904.54,2197737.65,2023-06-07
409000493201,BBPS DT 09112018,,506473.63,2211859.90,2022-06-15
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,2219826.00,2022-10-03
409000611074,INDO GIBL Indiaforensic STL07101,97950.00,,2222636.00,2023-07-15
409000493201,BBPS DT 23082018,,114273.52,2230258.18,2022-11-21
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2243588.00,2023-03-31
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2251116.00,2023-05-18
409000493201,BBPS DT 06122008,,615753.17,2261395.19,2023-07-01
409000611074,INDO GIBL Indiaforensic STL31081,52723.00,,2270453.00,2023-11-10
409000493201,BBPS DT 20112008,,436410.64,2303026.54,2022-09-06
409000611074,INDO GIBL Indiaforensic STL14011,5000.00,,2309596.00,2022-05-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2314596.00,2022-12-27
409000611074,INDO GIBL Indiaforensic STL06101,6000.00,,2320586.00,2022-10-17
409000611074,INDO GIBL Indiaforensic STL30081,139863.00,,2323176.00,2022-01-28
409000493201,BBPS DT 26112018,,463841.24,2324039.28,2023-09-21
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2325809.00,2023-10-21
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2326586.00,2022-11-23
409000611074,INDO GIBL Indiaforensic STL18091,411763.00,,2331825.00,2022-09-04
409000611074,INDO GIBL Indiaforensic STL29081,96450.00,,2463039.00,2023-09-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2500000.00,2022-10-15
409000611074,INDO GIBL Indiaforensic STL28081,52219.00,,2559489.00,2023-08-17
409000493201,BBPS DT 10112018,,352561.10,2564421.00,2022-10-03
409000611074,INDO GIBL Indiaforensic STL26081,8299.00,,2611708.00,2023-07-08
409000493201,BBPS DT 16122018,,512680.61,2617035.75,2022-04-11
409000611074,INDO GIBL Indiaforensic STL25081,32000.00,,2620007.00,2022-11-19
409000611074,INDO GIBL Indiaforensic STL24081,33863.00,,2652007.00,2023-03-11
409000493201,BBPS DT 05112018,,545436.19,2675156.42,2022-11-09
409000611074,INDO GIBL Indiaforensic STL23081,123900.00,,2685870.00,2023-02-15
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,2743588.00,2023-10-28
409000611074,INDO GIBL Indiaforensic STL22081,203325.00,,2809770.00,2022-04-10
409000493201,BBPS DT 11112018,,290327.23,2854748.23,2022-01-18
409000493201,BBPS DT 06112018,,182964.60,2858121.02,2022-08-19
409000611074,INDO GIBL Indiaforensic STL21081,150600.00,,3013095.00,2023-05-25
409000611074,INDO GIBL Indiaforensic STL20081,14800.00,,3163695.00,2022-09-04
409000611074,INDO GIBL Indiaforensic STL19081,82500.00,,3178495.00,2023-04-21
409000611074,INDO GIBL Indiaforensic STL18081,150050.00,,3260995.00,2022-04-03
409000493201,BBPS DT 12112018,,419224.80,3273973.03,2022-10-15
409000611074,INDO GIBL Indiaforensic STL17081,176900.00,,3411045.00,2023-09-06
409000611074,INDO GIBL Indiaforensic STL16081,200600.00,,3587945.00,2022-03-15
409000611074,INDO GIBL Indiaforensic STL14081,271323.00,,3788545.00,2023-08-10
409000611074,INDO GIBL Indiaforensic STL13081,95400.00,,4059868.00,2023-02-17
409000611074,INDO GIBL Indiaforensic STL12081,55800.00,,4155268.00,2022-12-23
409000611074,INDO GIBL Indiaforensic STL11081,189800.00,,4211068.00,2022-03-29
409000611074,INDO GIBL Indiaforensic STL10081,40100.00,,4400868.00,2023-11-15
409000611074,INDO GIBL Indiaforensic STL09081,171000.00,,4440968.00,2023-08-05
409000611074,INDO GIBL Indiaforensic STL08081,276000.00,,4611968.00,2023-05-15
409000611074,INDO GIBL Indiaforensic STL07081,206900.00,,4887968.00,2022-12-01
409000611074,INDO GIBL Indiaforensic STL06081,40000.00,,5094868.00,2022-01-30
409000611074,INDO GIBL Indiaforensic STL05081,12500.00,,5134868.00,2023-07-09
409000611074,INDO GIBL Indiaforensic STL04081,113250.00,,5147368.00,2023-05-04
409000611074,INDO GIBL Indiaforensic STL03081,90100.00,,5260618.00,2023-12-21
409000611074,INDO GIBL Indiaforensic STL02081,242300.00,,5350718.00,2022-09-22
409000611074,TRF FRM  Indiaforensic SERVICES,,3000000.00,5500000.00,2022-12-20
409000611074,INDO GIBL Indiaforensic STL01081,40500.00,,5593018.00,2022-09-23
409000611074,INDO GIBL Indiaforensic STL31071,19400.00,,5633518.00,2022-01-02
409000611074,INDO GIBL Indiaforensic STL30071,20000.00,,5652918.00,2023-08-02
409000611074,INDO GIBL Indiaforensic STL28071,57499.00,,5672918.00,2022-10-06
409000611074,INDO GIBL Indiaforensic STL27071,91300.00,,5730417.00,2023-04-09
409000611074,INDO GIBL Indiaforensic STL26071,53000.00,,5821717.00,2023-12-20
409000611074,INDO GIBL Indiaforensic STL25071,49800.00,,5874717.00,2022-10-21
409000611074,INDO GIBL Indiaforensic STL24071,35300.00,,5924517.00,2022-07-28
409000611074,INDO GIBL Indiaforensic STL22071,206000.00,,5959817.00,2022-07-09
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,6000000.00,2022-10-07
409000611074,INDO GIBL Indiaforensic STL21071,35650.00,,6165817.00,2022-12-10
409000611074,INDO GIBL Indiaforensic STL20071,78100.00,,6201467.00,2023-03-02
409000611074,INDO GIBL Indiaforensic STL19071,67920.00,,6279567.00,2022-07-16
409000611074,INDO GIBL Indiaforensic STL18071,61750.00,,6347487.00,2023-04-19
409000611074,INDO GIBL Indiaforensic STL17071,141000.00,,6409237.00,2023-05-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,6500000.00,2022-07-27
409000611074,INDO GIBL Indiaforensic STL16071,64800.00,,6550237.00,2022-02-16
409000611074,INDO GIBL Indiaforensic STL15071,108000.00,,6615037.00,2023-04-13
409000611074,INDO GIBL Indiaforensic STL14071,367900.00,,6723037.00,2023-04-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,7000000.00,2022-05-23
409000611074,INDO GIBL Indiaforensic STL13071,230013.00,,7090937.00,2023-09-19
409000611074,INDO GIBL Indiaforensic STL12071,129000.00,,7320950.00,2022-05-21
409000611074,INDO GIBL Indiaforensic STL11071,331650.00,,7449950.00,2022-08-15
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,7500000.00,2022-05-25
409000611074,INDO GIBL Indiaforensic STL10071,143800.00,,7781600.00,2022-11-25
409000611074,INDO GIBL Indiaforensic STL07071,98500.00,,7925400.00,2023-01-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,8000000.00,2022-10-02
409000611074,INDO GIBL Indiaforensic STL06071,41800.00,,8023900.00,2022-12-15
409000611074,INDO GIBL Indiaforensic STL05071,81600.00,,8065700.00,2022-08-27
409000611074,INDO GIBL Indiaforensic STL04071,195800.00,,8147300.00,2023-02-22
409000611074,INDO GIBL Indiaforensic STL03071,5000.00,,8343100.00,2023-10-22
409000611074,INDO GIBL Indiaforensic STL02071,18000.00,,8348100.00,2022-12-19
409000611074,INDO GIBL Indiaforensic STL01071,133900.00,,8366100.00,2023-01-19
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,8500000.00,2023-01-11
409000405747,INDO GIBL Indiaforensic STL11081,189800.00,,4211068.00,2022-03-29
409000405747,INDO GIBL Indiaforensic STL10081,40100.00,,4400868.00,2023-11-15
409000405747,INDO GIBL Indiaforensic STL09081,171000.00,,4440968.00,2023-08-05
409000405747,INDO GIBL Indiaforensic STL08081,276000.00,,4611968.00,2023-05-15
409000405747,INDO GIBL Indiaforensic STL07081,206900.00,,4887968.00,2022-12-01
409000405747,INDO GIBL Indiaforensic STL06081,40000.00,,5094868.00,2022-01-30
409000405747,INDO GIBL Indiaforensic STL05081,12500.00,,5134868.00,2023-07-09
409000405747,INDO GIBL Indiaforensic STL04081,113250.00,,5147368.00,2023-05-04
409000405747,INDO GIBL Indiaforensic STL03081,90100.00,,5260618.00,2023-12-21
409000405747,INDO GIBL Indiaforensic STL02081,242300.00,,5350718.00,2022-09-22
409000405747,TRF FRM  Indiaforensic SERVICES,,3000000.00,5500000.00,2022-12-20
409000405747,INDO GIBL Indiaforensic STL01081,40500.00,,5593018.00,2022-09-23
409000405747,INDO GIBL Indiaforensic STL31071,19400.00,,5633518.00,2022-01-02
409000405747,INDO GIBL Indiaforensic STL30071,20000.00,,5652918.00,2023-08-02
409000405747,INDO GIBL Indiaforensic STL28071,57499.00,,5672918.00,2022-10-06
409000405747,INDO GIBL Indiaforensic STL27071,91300.00,,5730417.00,2023-04-09
409000405747,INDO GIBL Indiaforensic STL26071,53000.00,,5821717.00,2023-12-20
409000405747,INDO GIBL Indiaforensic STL25071,49800.00,,5874717.00,2022-10-21
409000405747,INDO GIBL Indiaforensic STL24071,35300.00,,5924517.00,2022-07-28
409000405747,INDO GIBL Indiaforensic STL22071,206000.00,,5959817.00,2022-07-09
409000405747,FDRL/INTERNAL FUND TRANSFE,,500000.00,6000000.00,2022-10-07
409000405747,INDO GIBL Indiaforensic STL21071,35650.00,,6165817.00,2022-12-10
409000405747,INDO GIBL Indiaforensic STL20071,78100.00,,6201467.00,2023-03-02
409000405747,INDO GIBL Indiaforensic STL19071,67920.00,,6279567.00,2022-07-16
409000405747,INDO GIBL Indiaforensic STL18071,61750.00,,6347487.00,2023-04-19
409000405747,INDO GIBL Indiaforensic STL17071,141000.00,,6409237.00,2023-05-29
409000405747,FDRL/INTERNAL FUND TRANSFE,,500000.00,6500000.00,2022-07-27
409000405747,INDO GIBL Indiaforensic STL16071,64800.00,,6550237.00,2022-02-16
409000405747,INDO GIBL Indiaforensic STL15071,108000.00,,6615037.00,2023-04-13
409000405747,INDO GIBL Indiaforensic STL14071,367900.00,,6723037.00,2023-04-06
409000405747,FDRL/INTERNAL FUND TRANSFE,,500000.00,7000000.00,2022-05-23
409000405747,INDO GIBL Indiaforensic STL13071,230013.00,,7090937.00,2023-09-19
409000405747,INDO GIBL Indiaforensic STL12071,129000.00,,7320950.00,2022-05-21
409000405747,INDO GIBL Indiaforensic STL11071,331650.00,,7449950.00,2022-08-15
409000405747,FDRL/INTERNAL FUND TRANSFE,,500000.00,7500000.00,2022-05-25
409000405747,INDO GIBL Indiaforensic STL10071,143800.00,,7781600.00,2022-11-25
409000405747,INDO GIBL Indiaforensic STL07071,98500.00,,7925400.00,2023-01-25
409000405747,FDRL/INTERNAL FUND TRANSFE,,500000.00,8000000.00,2022-10-02
409000405747,INDO GIBL Indiaforensic STL06071,41800.00,,8023900.00,2022-12-15
409000405747,INDO GIBL Indiaforensic STL05071,81600.00,,8065700.00,2022-08-27
409000405747,INDO GIBL Indiaforensic STL04071,195800.00,,8147300.00,2023-02-22
409000405747,INDO GIBL Indiaforensic STL03071,5000.00,,8343100.00,2023-10-22
409000405747,INDO GIBL Indiaforensic STL02071,18000.00,,8348100.00,2022-12-19
409000405747,INDO GIBL Indiaforensic STL01071,133900.00,,8366100.00,2023-01-19
409000405747,FDRL/INTERNAL FUND TRANSFE,,500000.00,8500000.00,2023-01-11
409000438611,INDO GIBL Indiaforensic STL11081,189800.00,,4211068.00,2022-03-29
409000438611,INDO GIBL Indiaforensic STL10081,40100.00,,4400868.00,2023-11-15
409000438611,INDO GIBL Indiaforensic STL09081,171000.00,,4440968.00,2023-08-05
409000438611,INDO GIBL Indiaforensic STL08081,276000.00,,4611968.00,2023-05-15
409000438611,INDO GIBL Indiaforensic STL07081,206900.00,,4887968.00,2022-12-01
409000438611,INDO GIBL Indiaforensic STL06081,40000.00,,5094868.00,2022-01-30
409000438611,INDO GIBL Indiaforensic STL05081,12500.00,,5134868.00,2023-07-09
409000438611,INDO GIBL Indiaforensic STL04081,113250.00,,5147368.00,2023-05-04
409000438611,INDO GIBL Indiaforensic STL03081,90100.00,,5260618.00,2023-12-21
409000438611,INDO GIBL Indiaforensic STL02081,242300.00,,5350718.00,2022-09-22
409000438611,TRF FRM  Indiaforensic SERVICES,,3000000.00,5500000.00,2022-12-20
409000438611,INDO GIBL Indiaforensic STL01081,40500.00,,5593018.00,2022-09-23
409000438611,INDO GIBL Indiaforensic STL31071,19400.00,,5633518.00,2022-01-02
409000438611,INDO GIBL Indiaforensic STL30071,20000.00,,5652918.00,2023-08-02
409000438611,INDO GIBL Indiaforensic STL28071,57499.00,,5672918.00,2022-10-06
409000438611,INDO GIBL Indiaforensic STL27071,91300.00,,5730417.00,2023-04-09
